# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra_str:         RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec_str:        Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optmag:      Optical Magnitude [mag],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optband:     Optical Magnitude Band,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_rade,pl_mnum
2545,Kepler-449,c,2,33.6727,,0.05,,,,0.247,,19h34m55.88s,293.732821,+41d54m03.0s,41.900829,,11.411,Kepler-band,,0.97,1.47,2.764,0
2546,Kepler-45,b,1,2.455239,0.03,0.11,87,0.505,Mass,0.96,0.8,19h31m29.50s,292.8729,+41d03m51.3s,41.064261,333,16.88,V (Johnson),3820,0.59,0.55,10.76,0
2547,Kepler-450,b,3,28.454851,,0.02,,,,0.548,,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,,11.684,Kepler-band,,1.35,1.57,6.14,0
2548,Kepler-450,c,3,15.413135,,0.02,,,,0.234,,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,,11.684,Kepler-band,,1.35,1.57,2.62,0
2549,Kepler-450,d,3,7.51464,,0.14,,,,0.075,,19h41m56.76s,295.486509,+51d00m48.6s,51.0135,,11.684,Kepler-band,,1.35,1.57,0.837,0
2550,Kepler-452,b,1,384.843,1.046,,89.806,,,0.145,,19h44m00.89s,296.003688,+44d16m39.2s,44.277561,,13.426,Kepler-band,5757,1.04,1.11,1.63,0
2551,Kepler-453,b,1,240.503,0.7903,0.0359,89.443,0.00063,Mass,0.553,,18h52m57.91s,283.241297,+46d22m42.5s,46.378471,,13.552,Kepler-band,5527,0.94,0.83,6.204,0
2552,Kepler-454,b,2,10.57375339,0.0954,0,87.09,0.02152,Mass,0.211,2.76,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,,11.57,V (Johnson),5701,1.03,1.07,2.37,0
2553,Kepler-454,c,2,523.9,,0.0214,,4.46,Msini,,,19h09m54.85s,287.478529,+38d13m43.9s,38.228866,,11.57,V (Johnson),5701,1.03,1.07,,0
2554,KIC 9663113,c,2,20.74028413,,,,,,0.375,,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,,13.955,Kepler-band,6065,0.98,1.03,4.2,0
2555,Kepler-46,b,3,33.60134,0.1968,0.01,89.038,6,Mass,0.808,14,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,5309,0.9,0.79,9.057,0
2556,Kepler-46,c,3,57.011,0.2799,0.0146,87.4,0.376,Mass,,,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,5309,0.9,0.79,,0
2557,Kepler-46,d,3,6.766589,0.067,,,,,0.146,,19h17m04.50s,289.268744,+42d36m15.0s,42.604176,855,15.262,Kepler-band,5309,0.9,0.79,1.64,0
2558,KIC 5437945,c,2,220.1303357,,,,,,0.492,,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,,13.771,Kepler-band,6340,1.07,1.24,5.52,0
2559,Kepler-461,b,1,8.31378306,,,,,,0.23,,19h28m59.78s,292.249069,+46d09m53.5s,46.164867,468,13.704,Kepler-band,5634,0.98,0.91,2.58,0
2560,Kepler-462,b,1,84.6879808,,,,,,0.336,,19h59m17.08s,299.821155,+43d48m51.4s,43.814274,733,11.642,Kepler-band,7070,1.59,2.04,3.77,0
2561,Kepler-463,b,1,8.98101683,,,,,,0.272,,19h55m44.89s,298.937046,+44d51m28.5s,44.85791,336,12.87,Kepler-band,5661,0.87,0.9,3.05,0
2562,Kepler-464,b,1,7.25696522,,,,,,0.294,,19h39m20.44s,294.835173,+48d58m56.5s,48.982361,653,12.702,Kepler-band,5933,1.21,1.59,3.3,0
2563,Kepler-465,b,1,9.94067247,,,,,,0.263,,18h58m13.37s,284.55572,+46d03m49.8s,46.063828,587,12.663,Kepler-band,6310,1.23,1.29,2.95,0
2564,Kepler-466,b,2,51.07926307,,,,,,0.254,,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,12.772,Kepler-band,5927,1.04,1.05,2.85,0
2565,Kepler-466,c,2,3.70921385,,,,,,0.112,,19h42m35.69s,295.648711,+48d29m44.0s,48.495564,436,12.772,Kepler-band,5927,1.04,1.05,1.25,0
2566,Kepler-467,b,1,24.99324193,,,,,,0.201,,19h09m27.08s,287.362816,+38d38m58.6s,38.649619,458,12.377,Kepler-band,5809,1.05,1.37,2.25,0
2567,Kepler-468,b,1,38.47875707,,,,,,1.19,,19h15m36.54s,288.90224,+49d22m13.8s,49.370487,474,13.779,Kepler-band,5498,0.96,0.87,13.34,0
2568,Kepler-47,b,2,49.532,0.2962,0.035,89.7,2,Mass,0.27,,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500,15.178,Kepler-band,5636,1.05,0.96,3.03,0
2569,Kepler-47,c,2,303.137,0.991,0.411,89.825,28,Mass,0.411,,19h41m11.50s,295.297916,+46d55m13.7s,46.920467,1500,15.178,Kepler-band,5636,1.05,0.96,4.62,0
2570,Kepler-470,b,1,24.66919569,,,,,,1.288,,19h48m02.27s,297.00944,+50d22m20.3s,50.372314,989,13.224,Kepler-band,6613,1.4,1.66,14.44,0
2571,Kepler-471,b,1,5.01423457,,,,,,1.335,,19h56m23.41s,299.09754,+43d29m51.3s,43.497593,1373,13.797,Kepler-band,6733,1.49,1.8,14.96,0
2572,Kepler-472,b,1,4.17625551,,,,,,0.287,,19h46m05.83s,296.524306,+39d14m59.2s,39.249776,302,13.698,Kepler-band,4996,0.85,0.78,3.22,0
2573,Kepler-473,b,1,14.55731705,,,,,,0.364,,19h06m31.22s,286.630094,+38d56m44.2s,38.945605,641,13.397,Kepler-band,5816,1.06,1.34,4.08,0
2574,Kepler-474,b,1,5.66067294,,,,,,0.273,,19h29m17.16s,292.321516,+43d52m52.2s,43.881168,568,13.494,Kepler-band,5785,0.99,1.08,3.06,0
2575,Kepler-475,b,1,3.10550819,,,,,,0.222,,19h08m12.41s,287.051707,+40d12m41.5s,40.211542,280,13.341,Kepler-band,5009,0.86,0.79,2.49,0
2576,Kepler-476,b,1,14.00640607,,,,,,0.275,,19h40m39.32s,295.163817,+43d57m47.0s,43.963047,687,13.837,Kepler-band,5837,1.03,1.09,3.08,0
2577,Kepler-477,b,1,11.11990653,,,,,,0.185,,19h12m16.22s,288.067594,+42d21m19.3s,42.355367,367,13.536,Kepler-band,5240,0.87,0.79,2.07,0
2578,Kepler-478,b,1,13.2217576,,,,,,0.242,,19h29m56.87s,292.486944,+46d11m46.4s,46.196213,420,13.938,Kepler-band,5210,0.85,0.8,2.71,0
2579,Kepler-479,b,1,12.49341307,,,,,,0.189,,19h24m05.24s,291.021852,+37d46m11.3s,37.769803,371,13.575,Kepler-band,5247,0.86,0.81,2.12,0
2580,Kepler-48,b,4,4.778,,,,0.0124,Mass,0.168,3.23,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,,13.04,Kepler-band,5194,0.88,0.89,1.88,0
2581,Kepler-48,c,4,9.67395,,,,0.04597,Mass,0.242,4.01,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,,13.04,Kepler-band,5194,0.88,0.89,2.71,0
2582,Kepler-48,d,4,42.8961,,,,0.025,Mass,0.182,5.08,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,,13.04,Kepler-band,5194,0.88,0.89,2.04,0
2583,Kepler-48,e,4,982,,,,2.067,Mass,,,19h56m33.41s,299.139212,+40d56m56.5s,40.94902,,13.04,Kepler-band,5194,0.88,0.89,,0
2584,Kepler-480,b,1,4.9195838,,,,,,0.248,,19h37m51.34s,294.4639,+49d45m54.2s,49.765047,806,13.273,Kepler-band,6322,1.25,1.34,2.78,0
2585,Kepler-481,b,1,10.06082567,,,,,,0.223,,19h27m37.69s,291.907032,+49d15m43.4s,49.262054,713,13.844,Kepler-band,5802,1.01,1.09,2.5,0
2586,Kepler-482,b,1,56.35418576,,,,,,0.211,,19h47m17.50s,296.822898,+48d06m27.2s,48.107555,290,13.779,Kepler-band,4871,0.75,0.72,2.36,0
2587,Kepler-483,b,1,30.229104,,,,,,0.286,,19h26m35.22s,291.646758,+41d53m04.8s,41.884663,953,13.432,Kepler-band,6346,1.28,1.47,3.21,0
2588,Kepler-484,b,1,10.04556931,,,,,,0.203,,18h57m34.63s,284.394304,+46d14m56.7s,46.249081,377,13.024,Kepler-band,5668,0.96,0.87,2.28,0
2589,Kepler-485,b,1,3.2432598,,,,,,1.286,,19h39m59.12s,294.996313,+50d28m12.2s,50.470066,1173,14.952,Kepler-band,5958,1.07,1.09,14.41,0
2590,Kepler-486,b,1,30.36044667,,,,,,0.981,,18h59m31.19s,284.879964,+49d16m01.2s,49.266994,428,14.388,Kepler-band,4926,0.79,0.75,11,0
2591,Kepler-487,b,2,15.3587684,,,,,,1.019,,19h41m08.93s,295.287222,+41d13m19.1s,41.22197,835,14.991,Kepler-band,5444,0.91,0.88,11.42,0
2592,Kepler-487,c,2,38.6519976,,,,,,0.239,,19h41m08.93s,295.287222,+41d13m19.1s,41.22197,835,14.991,Kepler-band,5444,0.91,0.88,2.68,0
2593,Kepler-488,b,1,3.12082923,,,,,,1.409,,18h51m51.88s,282.966173,+48d20m42.3s,48.34507,1157,14.804,Kepler-band,5970,1.07,1.09,15.79,0
2594,Kepler-489,b,1,17.27629612,,,,,,0.689,,19h23m19.96s,290.833158,+38d11m03.6s,38.184334,379,14.018,Kepler-band,5014,0.82,0.76,7.72,0
2595,Kepler-49,b,4,7.2037945,,,,0.98,Mass,0.243,,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252,0.55,0.56,2.72,0
2596,Kepler-49,c,4,10.9129343,,,,0.72,Mass,0.227,,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252,0.55,0.56,2.55,0
2597,Kepler-49,d,4,2.576549,0.031,,,,,0.143,,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252,0.55,0.56,1.6,0
2598,Kepler-49,e,4,18.596108,0.116,,,,,0.139,,19h29m10.70s,292.294579,+40d35m30.5s,40.591801,,15.264,Kepler-band,4252,0.55,0.56,1.56,0
2599,Kepler-490,b,1,3.26869515,,,,,,1.039,,19h40m06.16s,295.025677,+46d57m21.6s,46.956005,1249,14.879,Kepler-band,6045,1.08,1.12,11.65,0
2600,Kepler-491,b,1,4.22538451,,,,,,0.796,,19h08m31.34s,287.130575,+42d21m00.6s,42.350155,657,14.014,Kepler-band,5582,1.04,1.03,8.92,0
2601,Kepler-492,b,1,11.72012266,,,,,,0.856,,19h41m59.20s,295.496656,+42d32m16.4s,42.537888,642,14.518,Kepler-band,5527,0.94,0.91,9.59,0
2602,Kepler-493,b,1,3.00387658,,,,,,1.35,,19h41m13.81s,295.30754,+38d52m53.9s,38.881639,1942,14.996,Kepler-band,6457,1.36,1.54,15.13,0
2603,Kepler-494,b,1,8.02511821,,,,,,0.637,,19h48m51.38s,297.214089,+41d39m50.5s,41.664039,862,14.153,Kepler-band,6007,1.1,1.26,7.14,0
2604,Kepler-495,b,1,3.41303622,,,,,,0.467,,19h03m43.37s,285.930707,+39d05m53.3s,39.098134,630,14.622,Kepler-band,5346,0.86,0.83,5.23,0
2605,Kepler-496,b,1,8.30864937,,,,,,0.207,,19h26m33.81s,291.640896,+41d14m27.8s,41.241049,655,14.817,Kepler-band,5293,0.86,0.82,2.32,0
2606,Kepler-497,b,1,3.57320367,,,,,,0.539,,19h23m03.81s,290.765882,+38d55m40.6s,38.927952,1070,14.72,Kepler-band,5834,1.09,1.11,6.04,0
2607,Kepler-498,b,1,9.61375356,,,,,,0.27,,19h21m25.95s,290.358128,+44d31m07.5s,44.518753,746,14.283,Kepler-band,5744,0.98,0.96,3.03,0
2608,Kepler-499,b,1,5.63252845,,,,,,0.194,,19h40m26.39s,295.109945,+43d54m54.7s,43.915207,523,14.353,Kepler-band,5312,0.87,0.83,2.17,0
2609,Kepler-5,b,1,3.5484657,0.0538,,89.14,2.111,Mass,1.426,0.4,19h57m37.68s,299.407009,+44d02m06.2s,44.035046,,13.369,Kepler-band,6297,1.37,1.79,15.984,0
2610,Kepler-50,b,2,7.81254,0.077,,,,,0.153,,19h12m24.21s,288.100873,+50d02m01.4s,50.033718,,10.421,Kepler-band,6225,1.24,1.58,1.71,0
2611,Kepler-50,c,2,9.37647,0.087,,,,,0.194,,19h12m24.21s,288.100873,+50d02m01.4s,50.033718,,10.421,Kepler-band,6225,1.24,1.58,2.17,0
2612,Kepler-500,b,1,8.5083244,,,,,,0.23,,19h43m48.33s,295.951366,+43d51m07.4s,43.852051,747,14.176,Kepler-band,5813,1.02,1.03,2.58,0
2613,Kepler-501,b,1,5.64067757,,,,,,0.384,,19h48m48.37s,297.201554,+41d43m48.7s,41.730206,1044,14.762,Kepler-band,5904,1.03,1.04,4.3,0
2614,Kepler-502,b,1,4.28686431,,,,,,0.426,,19h24m19.23s,291.08013,+43d51m36.7s,43.860203,1433,14.982,Kepler-band,6125,1.15,1.22,4.77,0
2615,Kepler-503,b,1,7.25844721,,,,,,0.559,,19h22m32.76s,290.636484,+38d42m27.6s,38.707669,888,14.747,Kepler-band,5754,1.01,1.01,6.27,0
2616,Kepler-504,b,1,9.54927542,,,,,,0.142,,18h59m41.24s,284.921843,+45d58m20.6s,45.972398,75,14.486,Kepler-band,3519,0.33,0.33,1.59,0
2617,Kepler-505,b,1,27.52197994,,,,,,0.232,,19h11m25.95s,287.858119,+42d32m33.5s,42.542629,222,15.108,Kepler-band,3931,0.55,0.53,2.6,0
2618,Kepler-506,b,1,6.8834055,,,,,,0.244,,18h58m32.44s,284.635187,+40d43m11.4s,40.719832,231,10.868,Kepler-band,6236,1.19,1.19,2.73,0
2619,Kepler-507,b,1,3.56809693,,,,,,0.116,,19h48m04.52s,297.018834,+50d24m32.3s,50.408981,410,11.994,Kepler-band,6113,1.16,1.32,1.3,0
2620,Kepler-508,b,1,25.30889748,,,,,,0.146,,19h41m37.04s,295.40435,+42d58m53.1s,42.981423,325,11.472,Kepler-band,6025,1.16,1.25,1.64,0
2621,Kepler-509,b,1,41.74600392,,,,,,0.222,,19h18m39.46s,289.664398,+48d42m22.3s,48.706207,339,11.854,Kepler-band,6060,1.1,1.2,2.49,0
2622,Kepler-51,b,3,45.154,0.2514,0.04,,0.007,Mass,0.633,0.03,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,,14.669,Kepler-band,6018,1.04,0.94,7.1,0
2623,Kepler-51,c,3,85.312,0.384,0.014,,0.013,Mass,0.803,0.03,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,,14.669,Kepler-band,6018,1.04,0.94,9,0
2624,Kepler-51,d,3,130.194,0.509,0.008,,0.024,Mass,0.865,0.046,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,,14.669,Kepler-band,6018,1.04,0.94,9.7,0
2625,Kepler-510,b,1,19.55659418,,,,,,0.22,,19h10m37.20s,287.655008,+39d14m39.4s,39.24428,378,11.947,Kepler-band,5746,0.91,1.41,2.47,0
2626,Kepler-511,b,1,296.637865,,,,,,0.567,,18h51m46.97s,282.945693,+47d34m29.5s,47.574875,448,12.747,Kepler-band,5770,1,1.2,6.35,0
2627,Kepler-512,b,1,34.43587975,,,,,,0.24,,19h53m04.55s,298.26896,+48d55m00.3s,48.91674,531,12.674,Kepler-band,5997,1.17,1.3,2.69,0
2628,Kepler-513,b,1,28.86235584,,,,,,0.196,,19h00m10.00s,285.041686,+50d04m31.4s,50.075375,467,12.935,Kepler-band,5849,1.02,1.06,2.2,0
2629,Kepler-514,b,1,5.65179605,,,,,,0.153,,19h04m59.33s,286.247188,+50d14m32.7s,50.242409,489,12.182,Kepler-band,6106,1.28,1.44,1.72,0
2630,Kepler-515,b,1,19.96371318,,,,,,0.13,,19h21m58.54s,290.493913,+52d03m20.2s,52.055611,255,12.713,Kepler-band,5293,0.9,0.83,1.46,0
2631,Kepler-516,b,1,24.85462415,,,,,,0.512,,19h42m26.11s,295.608779,+38d44m08.6s,38.735736,777,12.059,Kepler-band,7099,1.62,2.02,5.74,0
2632,Kepler-517,b,1,60.92832271,,,,,,0.238,,19h34m42.08s,293.675335,+41d17m43.3s,41.295348,284,12.193,Kepler-band,5690,0.95,0.98,2.67,0
2633,Kepler-518,b,1,8.51203588,,,,,,0.188,,19h08m21.59s,287.089972,+41d22m25.9s,41.373873,324,12.549,Kepler-band,5842,0.96,0.88,2.11,0
2634,Kepler-519,b,1,24.3078946,,,,,,0.187,,19h57m16.69s,299.319538,+41d23m04.7s,41.384647,234,12.63,Kepler-band,5260,0.89,0.8,2.1,0
2635,Kepler-52,b,3,7.8773565,,,,8.7,Mass,0.187,,19h06m57.13s,286.738033,+49d58m32.7s,49.97575,,15.095,Kepler-band,4263,0.54,0.56,2.1,0
2636,Kepler-52,c,3,16.3850021,,,,10.41,Mass,0.164,,19h06m57.13s,286.738033,+49d58m32.7s,49.97575,,15.095,Kepler-band,4263,0.54,0.56,1.84,0
2637,Kepler-52,d,3,36.445171,0.182,,,,,0.174,,19h06m57.13s,286.738033,+49d58m32.7s,49.97575,,15.095,Kepler-band,4263,0.54,0.56,1.95,0
2638,Kepler-520,b,2,19.67416124,,,,,,0.148,,19h32m43.28s,293.180322,+41d37m03.9s,41.617763,492,12.797,Kepler-band,6112,1.1,1.09,1.66,0
2639,Kepler-520,c,2,5.21104261,,,,,,0.095,,19h32m43.28s,293.180322,+41d37m03.9s,41.617763,492,12.797,Kepler-band,6112,1.1,1.09,1.07,0
2640,Kepler-521,b,1,22.20813214,,,,,,0.284,,19h55m15.93s,298.816376,+43d59m52.9s,43.998039,737,12.885,Kepler-band,6406,1.34,1.46,3.18,0
2641,Kepler-522,b,1,38.58422849,,,,,,0.616,,19h12m36.96s,288.153996,+44d04m07.8s,44.068821,749,12.211,Kepler-band,6392,1.54,1.98,6.91,0
2642,Kepler-523,b,1,5.83598311,,,,,,0.175,,18h56m14.67s,284.06113,+45d30m24.7s,45.506855,270,12.465,Kepler-band,5515,0.93,0.86,1.96,0
2643,Kepler-524,b,2,7.97419807,,,,,,0.17,,19h47m26.21s,296.859217,+49d09m43.4s,49.162048,730,13.928,Kepler-band,6014,1.09,1.1,1.91,0
2644,Kepler-524,c,2,1.88897906,,,,,,0.086,,19h47m26.21s,296.859217,+49d09m43.4s,49.162048,730,13.928,Kepler-band,6014,1.09,1.1,0.96,0
2645,Kepler-525,b,1,18.68404933,,,,,,0.235,,19h44m44.02s,296.183433,+47d21m31.5s,47.358761,566,13.497,Kepler-band,5573,0.95,1.15,2.63,0
2646,Kepler-526,b,1,5.45849832,,,,,,0.178,,19h50m36.22s,297.650933,+47d23m46.7s,47.396294,504,13.046,Kepler-band,5894,1.15,1.14,1.99,0
2647,Kepler-527,b,1,13.28535633,,,,,,0.253,,19h23m49.90s,290.957911,+47d24m22.6s,47.406284,901,13.39,Kepler-band,6388,1.28,1.45,2.84,0
2648,Kepler-528,b,1,19.78297415,,,,,,0.186,,19h42m44.36s,295.684814,+47d44m53.1s,47.748081,711,13.936,Kepler-band,5807,1.01,1.06,2.08,0
2649,Kepler-529,b,2,1.98035766,,,,,,0.166,,19h03m33.21s,285.888369,+47d52m49.4s,47.880386,787,13.763,Kepler-band,6087,1.07,1.14,1.86,0
2650,Kepler-529,c,2,12.8345022,,,,,,0.178,,19h03m33.21s,285.888369,+47d52m49.4s,47.880386,787,13.763,Kepler-band,6087,1.07,1.14,2,0
2651,Kepler-53,b,3,18.6489525,,,,18.41,Mass,0.258,,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,,15.386,Kepler-band,5858,0.98,0.89,2.89,0
2652,Kepler-53,c,3,38.5583038,,,,15.74,Mass,0.283,,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,,15.386,Kepler-band,5858,0.98,0.89,3.17,0
2653,Kepler-53,d,3,9.751962,0.091,,,,,0.189,,19h21m50.83s,290.461775,+40d33m44.9s,40.562462,,15.386,Kepler-band,5858,0.98,0.89,2.12,0
2654,Kepler-530,b,1,39.30941904,,,,,,0.269,,18h53m21.67s,283.340288,+48d32m56.6s,48.549046,464,13.4,Kepler-band,5697,0.97,0.89,3.01,0
2655,Kepler-531,b,1,29.88485741,,,,,,0.248,,19h06m05.95s,286.524812,+48d41m01.0s,48.683601,254,13.34,Kepler-band,4893,0.78,0.75,2.78,0
2656,Kepler-532,b,1,12.92491623,,,,,,0.229,,19h54m38.62s,298.660915,+48d36m22.9s,48.606373,325,13.524,Kepler-band,5192,0.87,0.79,2.57,0
2657,Kepler-533,b,1,28.51120525,,,,,,0.302,,19h34m44.58s,293.685736,+48d49m30.5s,48.825146,305,13.933,Kepler-band,4758,0.78,0.72,3.38,0
2658,Kepler-534,b,1,15.95994513,,,,,,0.2,,19h45m40.45s,296.418559,+49d32m24.4s,49.540104,473,13.235,Kepler-band,5884,1.05,0.98,2.24,0
2659,Kepler-535,b,1,4.90332155,,,,,,0.211,,19h46m15.99s,296.566641,+49d41m46.5s,49.696251,678,13.174,Kepler-band,6123,1.18,1.27,2.36,0
2660,Kepler-536,b,1,1.8270823,,,,,,0.277,,19h50m56.73s,297.73638,+49d38m13.8s,49.637154,446,13.807,Kepler-band,5524,0.92,0.89,3.1,0
2661,Kepler-537,b,1,3.24755522,,,,,,0.126,,19h19m31.35s,289.880634,+51d16m37.5s,51.277081,465,13.1,Kepler-band,5763,1.07,0.99,1.41,0
2662,Kepler-538,b,1,81.73780699,,,,,,0.202,,19h49m56.86s,297.486901,+49d37m24.4s,49.623455,165,11.195,Kepler-band,5650,0.96,0.9,2.26,0
2663,Kepler-539,b,2,125.63243,0.4988,0.39,89.845,0.97,Mass,0.747,2.9,19h56m29.39s,299.122454,+41d52m00.3s,41.86676,313,12.391,Kepler-band,5820,1.05,0.95,8.373,0
2664,Kepler-539,c,2,1000,2.42,0.5,,2.4,Mass,,,19h56m29.39s,299.122454,+41d52m00.3s,41.86676,313,12.391,Kepler-band,5820,1.05,0.95,,0
2665,Kepler-54,b,3,8.0109434,,,,0.92,Mass,0.187,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,15.847,Kepler-band,4252,0.51,0.55,2.1,0
2666,Kepler-54,c,3,12.0717249,,,,0.37,Mass,0.11,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,15.847,Kepler-band,4252,0.51,0.55,1.23,0
2667,Kepler-54,d,3,20.995694,0.126,,,,,0.136,,19h39m05.75s,294.773939,+43d03m22.7s,43.056295,,15.847,Kepler-band,4252,0.51,0.55,1.53,0
2668,Kepler-540,b,1,172.7049784,,,,,,0.242,,19h22m30.06s,290.625252,+44d52m26.3s,44.873962,350,12.209,Kepler-band,5946,1.02,1.08,2.71,0
2669,Kepler-541,b,1,5.08005848,,,,,,0.3,,19h36m35.92s,294.149669,+38d27m29.7s,38.458259,1020,13.281,Kepler-band,6166,1.41,2.06,3.36,0
2670,Kepler-542,b,1,13.14497566,,,,,,0.14,,19h28m51.62s,292.215089,+38d32m54.9s,38.548588,439,13.435,Kepler-band,5526,0.93,0.9,1.57,0
2671,Kepler-543,b,1,13.89961966,,,,,,0.223,,19h08m52.49s,287.218727,+38d51m45.0s,38.862513,212,13.577,Kepler-band,4671,0.7,0.67,2.5,0
2672,Kepler-544,b,1,21.41616926,,,,,,0.189,,19h36m06.98s,294.029098,+39d03m06.6s,39.051846,797,13.542,Kepler-band,6206,1.16,1.22,2.12,0
2673,Kepler-545,b,1,13.24934059,,,,,,0.24,,19h22m15.91s,290.566303,+40d41m31.4s,40.692045,831,14.15,Kepler-band,5882,1.04,1.07,2.69,0
2674,Kepler-546,b,1,4.14702026,,,,,,0.624,,18h53m01.82s,283.257599,+40d59m25.8s,40.990498,896,14.288,Kepler-band,5967,1.11,1.15,7,0
2675,Kepler-547,b,1,6.01038429,,,,,,0.357,,19h04m28.48s,286.118673,+44d20m43.0s,44.34528,361,14.247,Kepler-band,4828,0.78,0.73,4,0
2676,Kepler-548,b,1,4.45419434,,,,,,1.07,,19h59m37.42s,299.90591,+45d26m22.8s,45.439678,776,14.995,Kepler-band,5535,0.93,0.9,11.99,0
2677,Kepler-549,b,2,42.9495649,,,,,,0.229,,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648,14.621,Kepler-band,5360,0.88,0.84,2.57,0
2678,Kepler-549,c,2,117.040498,,,,,,0.261,,18h52m05.47s,283.022789,+47d15m40.1s,47.261135,648,14.621,Kepler-band,5360,0.88,0.84,2.93,0
2679,Kepler-55,b,5,27.9481449,,,,1.49,Mass,0.217,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503,0.62,0.62,2.43,0
2680,Kepler-55,c,5,42.1516418,,,,1.11,Mass,0.197,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503,0.62,0.62,2.21,0
2681,Kepler-55,d,5,2.211099,0.029,,,,,0.142,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503,0.62,0.62,1.59,0
2682,Kepler-55,e,5,4.617534,0.048,,,,,0.138,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503,0.62,0.62,1.55,0
2683,Kepler-55,f,5,10.198545,0.081,,,,,0.142,,19h00m40.40s,285.168338,+44d01m35.3s,44.026466,,15.791,Kepler-band,4503,0.62,0.62,1.59,0
2684,Kepler-550,b,1,8.60010411,,,,,,0.394,,19h50m48.06s,297.70024,+47d51m49.5s,47.86375,563,14.486,Kepler-band,5322,0.87,0.83,4.42,0
